speech_rate,pause_count,filler_count,grammar_errors,lexical_diversity,fluency_score
108.5972850678733,0,0,0,1.0,9
71.8562874251497,0,0,1,1.0,9
0.0,0,0,0,0.0,10
56.782334384858046,0,0,0,1.0,9
98.76543209876543,0,0,0,1.0,9
78.26086956521739,0,0,0,1.0,9
135.74660633484163,0,1,0,1.0,9
102.56410256410257,0,0,0,1.0,9
102.56410256410257,0,0,0,1.0,9
111.94029850746269,0,0,1,1.0,9
137.61467889908255,0,0,0,1.0,9
94.33962264150942,0,0,0,1.0,9
112.14953271028038,0,0,0,1.0,9
105.72687224669602,0,0,0,1.0,8
81.44796380090497,0,0,0,1.0,9
117.1875,0,0,1,1.0,9
93.45794392523365,0,0,0,1.0,9
92.59259259259258,0,0,0,1.0,9
41.95804195804196,0,0,0,1.0,10
30.0,0,0,0,1.0,10
112.14953271028038,0,0,0,1.0,9
79.29515418502201,0,0,0,1.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
20.2020202020202,0,0,0,1.0,10
0.0,0,0,0,0.0,9
55.04587155963303,0,0,1,1.0,9
74.76635514018692,0,0,1,1.0,9
133.92857142857142,0,0,1,1.0,9
93.45794392523365,0,1,0,1.0,9
135.74660633484163,0,0,0,1.0,9
108.5972850678733,0,0,1,1.0,9
128.2051282051282,0,0,0,1.0,10
152.86624203821654,0,1,0,1.0,9
71.77033492822966,0,0,1,1.0,9
150.0,0,0,0,1.0,9
82.56880733944953,0,0,1,1.0,9
135.74660633484163,0,0,0,1.0,9
27.149321266968325,0,1,0,1.0,10
73.52941176470588,0,1,0,1.0,6
110.09174311926604,0,0,0,1.0,7
37.38317757009346,0,0,0,1.0,6
0.0,0,0,0,0.0,8
0.0,0,0,0,0.0,8
0.0,0,0,0,0.0,8
0.0,0,0,0,0.0,8
0.0,0,0,0,0.0,9
84.11214953271028,0,0,0,1.0,8
72.992700729927,0,1,0,1.0,7
96.7741935483871,0,1,0,1.0,6
108.5972850678733,0,1,0,1.0,7
113.74407582938389,0,0,0,1.0,6
142.18009478672985,0,0,0,1.0,8
116.27906976744185,0,0,0,1.0,8
57.97101449275363,0,0,0,1.0,8
18.34862385321101,0,0,0,1.0,7
42.75534441805225,0,0,0,1.0,6
56.872037914691944,0,0,0,1.0,7
113.74407582938389,0,1,0,1.0,9
117.26384364820846,0,0,0,1.0,9
92.59259259259258,0,0,0,1.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
76.92307692307692,0,0,1,1.0,9
133.92857142857142,0,0,1,1.0,9
133.92857142857142,0,1,0,1.0,10
78.26086956521739,0,1,0,1.0,9
108.5972850678733,0,1,0,1.0,9
107.14285714285715,0,1,0,1.0,9
101.26582278481013,0,0,0,1.0,10
109.0909090909091,0,0,1,1.0,10
91.74311926605505,0,0,1,1.0,9
133.92857142857142,0,0,0,1.0,9
182.60869565217394,0,1,0,1.0,10
109.0909090909091,0,1,1,1.0,8
81.44796380090497,0,0,0,1.0,9
108.5972850678733,0,0,0,1.0,9
108.5972850678733,0,0,0,1.0,9
137.61467889908255,0,0,0,1.0,10
195.65217391304347,0,0,0,1.0,10
138.1578947368421,0,1,0,0.8571428571428571,10
143.54066985645932,0,0,0,1.0,9
104.24710424710425,0,0,0,0.8888888888888888,9
159.76331360946745,0,0,0,0.8888888888888888,8
165.13761467889907,0,0,0,1.0,8
134.32835820895522,0,0,0,1.0,9
93.45794392523365,0,0,0,1.0,10
220.18348623853208,0,0,0,1.0,10
220.18348623853208,0,0,0,1.0,10
162.7906976744186,0,1,0,1.0,9
137.61467889908255,0,0,0,1.0,9
132.84132841328412,0,0,0,1.0,9
148.14814814814812,0,0,0,1.0,9
156.52173913043478,0,0,1,1.0,9
185.02202643171805,0,1,0,1.0,9
200.83682008368197,0,0,0,1.0,9
192.6605504587156,0,0,0,1.0,9
177.12177121771217,0,0,0,0.875,9
57.69230769230769,0,0,1,1.0,8
112.14953271028038,0,0,1,1.0,8
119.20529801324503,0,0,0,1.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
92.59259259259258,0,0,1,1.0,8
82.56880733944953,0,1,0,1.0,9
95.54140127388534,0,1,0,1.0,9
96.46302250803859,0,0,0,1.0,9
93.45794392523365,0,0,0,1.0,9
87.5912408759124,0,0,0,1.0,9
86.95652173913045,0,0,0,1.0,8
83.10249307479225,0,0,0,1.0,9
140.18691588785046,0,0,0,1.0,9
140.18691588785046,0,0,1,1.0,9
113.74407582938389,0,0,1,1.0,9
113.2075471698113,0,1,0,1.0,9
143.54066985645932,0,0,0,0.7,9
160.7142857142857,0,0,0,1.0,9
161.07382550335572,0,1,0,1.0,9
99.7624703087886,0,0,0,1.0,9
137.61467889908255,0,0,0,1.0,9
104.47761194029852,0,1,1,1.0,8
132.0754716981132,0,0,0,1.0,9
129.1866028708134,0,1,0,1.0,8
138.1578947368421,0,0,0,1.0,8
125.5813953488372,0,0,0,1.0,8
137.61467889908255,0,0,1,1.0,9
111.1111111111111,0,0,0,1.0,9
137.61467889908255,0,0,0,1.0,9
114.75409836065573,0,0,0,1.0,9
154.98154981549814,0,0,0,1.0,9
150.83798882681563,0,0,0,1.0,9
145.16129032258064,0,0,0,1.0,9
114.83253588516746,0,0,0,1.0,9
137.61467889908255,0,0,0,1.0,9
26.785714285714285,0,0,1,1.0,9
99.0566037735849,0,0,0,1.0,8
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,8
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,8
41.37931034482759,0,0,0,1.0,8
57.00712589073634,0,0,1,1.0,7
125.0,0,1,0,1.0,9
78.26086956521739,0,0,2,1.0,9
57.142857142857146,0,1,0,1.0,7
95.23809523809523,0,0,8,0.25,6
72.992700729927,0,0,1,1.0,7
109.0909090909091,0,0,0,1.0,8
71.25890736342042,0,0,1,1.0,7
14.354066985645932,0,0,0,1.0,7
70.75471698113208,0,0,0,1.0,7
133.92857142857142,0,0,0,1.0,8
82.56880733944953,0,0,0,1.0,8
80.35714285714285,0,0,3,1.0,8
26.431718061674005,0,0,0,1.0,8
264.3171806167401,0,0,6,1.0,8
214.28571428571428,0,0,1,0.875,8
211.45374449339204,0,1,0,1.0,8
108.5972850678733,0,0,2,1.0,8
187.49999999999997,0,0,0,0.8571428571428571,7
156.52173913043478,0,1,0,1.0,8
319.5266272189349,0,0,1,0.3333333333333333,7
160.7142857142857,0,0,0,1.0,8
158.59030837004403,0,0,0,1.0,8
54.29864253393665,0,0,0,1.0,7
107.14285714285714,0,0,0,1.0,8
217.1945701357466,0,1,1,1.0,8
26.431718061674005,0,0,0,1.0,6
80.35714285714285,0,1,1,1.0,8
185.02202643171805,0,0,0,0.8571428571428571,7
158.59030837004403,0,0,0,1.0,7
26.431718061674005,0,0,0,1.0,7
130.43478260869566,0,0,0,1.0,8
57.324840764331206,0,1,0,1.0,8
72.11538461538461,0,0,0,1.0,7
0.0,0,0,0,0.0,8
0.0,0,0,0,0.0,7
0.0,0,0,0,0.0,9
128.2051282051282,0,0,0,1.0,8
100.0,0,0,0,1.0,8
76.92307692307692,0,0,0,1.0,8
89.82035928143713,0,0,0,1.0,8
92.59259259259258,0,1,0,1.0,8
74.07407407407406,0,0,0,1.0,8
70.75471698113208,0,1,0,1.0,8
65.78947368421053,0,0,1,1.0,7
14.251781472684085,0,0,0,1.0,9
96.10983981693364,0,0,0,1.0,8
77.12082262210797,0,0,0,1.0,7
75.94936708860759,0,0,0,1.0,9
74.07407407407406,0,0,0,1.0,8
73.39449541284404,0,0,0,1.0,8
69.76744186046511,0,0,0,1.0,7
93.45794392523365,0,0,0,1.0,9
98.6842105263158,0,0,0,1.0,9
93.45794392523365,0,0,0,1.0,9
50.0,0,0,1,0.5,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
56.07476635514019,0,0,0,1.0,9
0.0,0,0,0,0.0,8
55.72755417956657,0,0,0,1.0,8
57.41626794258373,0,1,4,1.0,8
92.59259259259258,0,0,0,1.0,8
84.90566037735849,0,0,0,1.0,8
93.45794392523365,0,0,0,1.0,9
89.82035928143713,0,0,1,1.0,8
85.5106888361045,0,0,0,1.0,8
98.36065573770493,0,1,1,1.0,8
106.38297872340425,0,0,0,1.0,9
93.45794392523365,0,0,0,1.0,8
83.33333333333333,0,0,1,0.75,8
82.56880733944953,0,0,0,1.0,9
57.87781350482316,0,0,0,1.0,8
133.92857142857142,0,0,0,1.0,9
105.88235294117648,0,0,0,1.0,9
0.0,0,0,0,0.0,9
0.0,0,0,0,0.0,9
102.56410256410257,0,0,0,1.0,8
100.84033613445379,0,1,0,1.0,9
53.41246290801187,0,0,1,1.0,8
94.63722397476342,0,0,0,1.0,8
111.1111111111111,0,0,0,1.0,8
112.14953271028038,0,0,0,1.0,9
94.33962264150942,0,0,1,1.0,8
137.61467889908255,0,0,0,1.0,8
205.12820512820514,0,0,0,1.0,9
113.2075471698113,0,0,0,1.0,8
140.18691588785046,0,0,0,1.0,9
81.44796380090497,0,0,0,1.0,9
